,userID,rating,area
2390,1083903,4.0,경상북도 경주시
2391,1083903,4.0,경상북도 영천시
2392,1083903,4.0,경상북도 의성군
2393,1083903,4.0,경상북도 칠곡군
2394,1083902,4.0,경상남도 통영시
2398,1084002,4.0,경기도 수원시
2399,1084002,4.0,경기도 수원시
2400,1084002,4.0,전라북도 익산시
2401,1084002,4.0,전라북도 고창군
2402,1084001,4.0,경상북도 포항시
2403,1084001,4.0,경상북도 영덕군
2404,1084002,4.0,경상북도 영덕군
2405,1084002,4.0,경상남도 양산시
2406,1084301,4.0,경상북도 포항시
2407,1084302,4.0,경상북도 포항시
2408,1084302,4.0,경상북도 경주시
2409,1084301,4.0,경상북도 청송군
2410,1084301,4.0,경상북도 영덕군
2411,1084403,4.0,부산광역시 해운대구
2412,1084403,4.0,경상북도 안동시
2413,1084403,4.0,경상남도 거제시
2417,1084703,4.0,서울특별시 송파구
2418,1084703,4.0,서울특별시 송파구
2419,1084703,4.0,부산광역시 해운대구
2420,1084704,4.0,강원도 속초시
2421,1084702,4.0,충청북도 옥천군
2422,1084702,4.0,전라북도 남원시
2423,1084702,4.0,전라북도 고창군
2424,1084702,4.0,전라남도 강진군
2425,1084703,4.0,경상북도 경산시
2426,1084704,3.0,경상북도 영덕군
2427,1084703,4.0,경상남도 통영시
2428,1084702,4.0,경상남도 남해군
2429,1084702,4.0,경상남도 산청군
2432,1084803,4.0,경상북도 안동시
2436,1085001,3.0,대구광역시 달서구
2437,1085003,4.0,강원도 강릉시
2438,1085003,4.0,경상북도 경주시
2439,1085001,4.0,경상북도 김천시
2440,1085003,4.0,경상북도 김천시
2441,1085002,4.0,경상북도 안동시
2442,1085001,4.0,경상북도 군위군
2443,1085003,4.0,경상북도 군위군
2444,1085002,4.0,경상북도 청송군
2445,1085002,3.0,경상북도 청도군
2446,1085002,4.0,경상북도 청도군
2447,1085101,4.0,대구광역시 달성군
2448,1085102,4.0,경상북도 군위군
2449,1085102,4.0,경상북도 청도군
2450,1085102,4.0,경상북도 고령군
2451,1085102,4.0,경상남도 남해군
2452,1085102,4.0,경상남도 남해군
2454,1085203,4.0,경상북도 안동시
2455,1085203,4.0,경상북도 성주군
2458,1085301,4.0,경상북도 군위군
2459,1085301,4.0,경상북도 성주군
2465,1085601,4.0,부산광역시 해운대구
2466,1085602,3.0,울산광역시 남구
2467,1085601,4.0,전라남도 목포시
2468,1085601,4.0,경상북도 청도군
2469,1085602,4.0,경상남도 진주시
2470,1085602,4.0,경상남도 거제시
2471,1085902,4.0,경상북도 김천시
2472,1085902,4.0,경상북도 안동시
2473,1085903,4.0,경상북도 경산시
2474,1085903,4.0,경상남도 통영시
2475,1085903,4.0,경상남도 통영시
2476,1085903,4.0,경상남도 밀양시
2477,1085903,4.0,경상남도 남해군
2479,1086002,4.0,대구광역시 동구
2480,1086001,3.0,경상남도 통영시
2481,1086001,4.0,경상남도 남해군
2482,1086001,4.0,경상남도 남해군
2485,1086101,4.0,전라남도 여수시
2486,1086102,4.0,전라남도 담양군
2487,1086103,3.0,경상북도 경주시
2488,1086101,4.0,경상북도 예천군
2489,1086102,4.0,경상남도 함양군
2491,1086202,4.0,강원도 강릉시
2492,1086202,4.0,전라남도 담양군
2493,1086202,4.0,경상북도 영천시
2494,1086202,4.0,경상북도 경산시
2495,1086201,4.0,경상북도 봉화군
2496,1086302,3.0,경상북도 청송군
2501,1086401,4.0,부산광역시 기장군
2502,1086402,4.0,울산광역시 동구
2503,1086403,4.0,전라북도 무주군
2504,1086404,4.0,경상북도 김천시
2505,1086404,4.0,경상북도 문경시
2506,1086403,4.0,경상북도 예천군
2507,1086404,4.0,경상남도 통영시
2508,1086501,4.0,경상북도 포항시
2509,1086501,4.0,경상북도 포항시
2510,1086501,4.0,경상북도 군위군
2512,1086603,4.0,대구광역시 달성군
2513,1086603,4.0,전라북도 남원시
2514,1086601,4.0,전라남도 담양군
2515,1086601,4.0,경상북도 경주시
2516,1086602,4.0,경상북도 안동시
2517,1086601,4.0,경상북도 영주시
2518,1086603,4.0,경상북도 청송군
2519,1086601,4.0,경상북도 영덕군
2520,1086602,4.0,경상북도 울진군
2521,1086602,4.0,경상남도 의령군
2524,1086703,4.0,서울특별시 강남구
2525,1086703,4.0,부산광역시 해운대구
2526,1086702,4.0,전라남도 여수시
2527,1086703,4.0,경상북도 경산시
2528,1086701,3.0,경상북도 영덕군
2529,1086702,4.0,경상남도 진주시
2530,1086702,4.0,경상남도 합천군
2532,1086902,4.0,충청북도 보은군
2533,1086903,3.0,경상북도 경주시
2534,1086903,4.0,경상북도 문경시
2535,1086902,4.0,경상북도 청송군
2536,1086903,4.0,경상남도 통영시
2537,1086903,4.0,경상남도 남해군
2539,1087001,3.0,경상북도 안동시
2540,1087002,4.0,경상남도 하동군
2541,1087102,3.0,서울특별시 종로구
2542,1087102,3.0,서울특별시 종로구
2546,1087402,4.0,서울특별시 강남구
2547,1087402,4.0,부산광역시 기장군
2548,1087402,4.0,대구광역시 달성군
2549,1087401,3.0,경상북도 경주시
2550,1087401,4.0,경상북도 김천시
2551,1087401,4.0,경상북도 문경시
2552,1087401,4.0,경상북도 경산시
2553,1087402,4.0,경상남도 남해군
2557,1087601,4.0,부산광역시 기장군
2558,1087602,4.0,대구광역시 달성군
2559,1087602,4.0,대구광역시 달성군
2560,1087603,4.0,전라남도 순천시
2561,1087602,4.0,전라남도 담양군
2562,1087602,4.0,경상북도 포항시
2563,1087601,4.0,경상북도 안동시
2564,1087603,4.0,경상북도 안동시
2565,1087603,4.0,경상남도 산청군
2567,1088002,4.0,강원도 양양군
2568,1088001,4.0,전라남도 여수시
2569,1088002,4.0,경상북도 포항시
2570,1088003,4.0,경상북도 경산시
2571,1088003,4.0,경상남도 고성군
2572,1088003,4.0,경상남도 산청군
2575,1088102,3.0,경상북도 영천시
2576,1088101,3.0,경상북도 칠곡군
2579,1088201,3.0,서울특별시 종로구
2580,1088201,3.0,경상북도 안동시
2581,1088201,3.0,경상북도 성주군
2586,1088803,3.0,부산광역시 부산진구
2587,1088803,4.0,부산광역시 해운대구
2588,1088802,3.0,충청북도 음성군
2589,1088803,3.0,경상남도 창원시
2593,1089003,5.0,부산광역시 부산진구
2594,1089001,4.0,경상북도 포항시
2595,1089001,3.0,경상북도 경주시
2596,1089001,3.0,경상북도 영덕군
2597,1089003,5.0,경상북도 청도군
2600,1089101,4.0,부산광역시 해운대구
2601,1089102,4.0,대구광역시 달성군
2602,1089102,3.0,강원도 삼척시
2603,1089102,3.0,강원도 삼척시
2604,1089101,4.0,경상북도 경주시
2605,1089101,4.0,경상북도 경주시
2606,1089102,3.0,경상북도 경주시
2607,1089102,3.0,경상북도 경주시
2608,1089102,4.0,경상북도 울진군
2609,1089102,4.0,경상북도 울진군
2610,1089402,4.0,대구광역시 달성군
2611,1089402,3.0,울산광역시 동구
2612,1089401,3.0,경기도 수원시
2613,1089401,3.0,강원도 평창군
2614,1089402,5.0,강원도 춘천시
2615,1089401,3.0,강원도 속초시
2616,1089401,3.0,충청북도 단양군
2617,1089402,4.0,경상북도 울진군
2618,1089402,3.0,경상북도 안동시
2619,1089402,3.0,경상북도 안동시
2620,1089402,5.0,경상북도 안동시
2621,1089402,4.0,경상북도 영덕군
2622,1089602,4.0,부산광역시 해운대구
2623,1089602,5.0,경기도 수원시
2624,1089602,5.0,경기도 수원시
2625,1089601,3.0,경상북도 영천시
2626,1089602,4.0,경상북도 울진군
2627,1089804,3.0,대구광역시 동구
2634,1090603,4.0,부산광역시 동래구
2635,1090603,4.0,부산광역시 동래구
2636,1090603,4.0,부산광역시 해운대구
2637,1090604,3.0,부산광역시 해운대구
2638,1090604,4.0,부산광역시 해운대구
2639,1090604,3.0,대구광역시 중구
2640,1090603,4.0,전라북도 남원시
2641,1090604,4.0,경상북도 포항시
2642,1090604,4.0,경상북도 포항시
2643,1090602,4.0,경상북도 영덕군
2644,1090602,4.0,경상북도 울진군
2645,1090604,4.0,경상남도 합천군
2649,1090703,3.0,대구광역시 중구
2650,1090702,3.0,대구광역시 동구
2651,1090703,4.0,대구광역시 동구
2652,1090704,4.0,대구광역시 동구
2654,1090804,4.0,충청북도 단양군
2655,1090804,4.0,전라북도 남원시
2656,1090804,4.0,경상북도 김천시
2662,1091004,4.0,대구광역시 중구
2663,1091004,4.0,경기도 수원시
2664,1091003,4.0,경상북도 포항시
2665,1091001,4.0,경상북도 영주시
2666,1091001,4.0,경상북도 영양군
2667,1091001,4.0,경상남도 합천군
2668,1091302,4.0,부산광역시 동래구
2669,1091302,4.0,울산광역시 남구
2670,1091302,4.0,전라남도 순천시
2671,1091301,4.0,경상북도 청송군
2672,1091302,4.0,제주특별자치도 서귀포시
2673,1091402,4.0,전라남도 여수시
2674,1091402,4.0,전라남도 여수시
2675,1091402,4.0,전라남도 보성군
2676,1091401,4.0,경상북도 경주시
2677,1091401,4.0,경상북도 영주시
2678,1091401,4.0,경상북도 영천시
2679,1091401,4.0,경상남도 통영시
2680,1091402,4.0,경상남도 거창군
2682,1091701,4.0,서울특별시 강남구
2683,1091701,4.0,서울특별시 강남구
2684,1091704,4.0,부산광역시 해운대구
2685,1091705,4.0,전라남도 목포시
2686,1091704,4.0,전라남도 여수시
2687,1091701,4.0,경상북도 안동시
2688,1091705,4.0,경상북도 경산시
2689,1091702,4.0,경상북도 군위군
2690,1091701,4.0,경상남도 통영시
2691,1091702,4.0,경상남도 거제시
2692,1091701,4.0,경상남도 산청군
2693,1091705,4.0,경상남도 산청군
2697,1091804,4.0,대구광역시 달성군
2698,1091803,4.0,울산광역시 동구
2699,1091804,4.0,전라북도 순창군
2700,1091801,3.0,경상북도 포항시
2701,1091801,4.0,경상북도 안동시
2702,1091801,4.0,경상북도 경산시
2703,1091802,4.0,경상남도 통영시
2704,1091803,4.0,경상남도 통영시
2705,1091804,4.0,경상남도 거제시
2707,1091904,4.0,부산광역시 동래구
2708,1091904,4.0,부산광역시 동래구
2709,1091904,4.0,부산광역시 해운대구
2710,1091901,4.0,울산광역시 울주군
2711,1091902,4.0,전라북도 진안군
2712,1091902,4.0,전라북도 진안군
2713,1091904,4.0,경상북도 경산시
2714,1091902,4.0,경상북도 영덕군
2715,1091904,4.0,경상남도 창녕군
2717,1092102,4.0,경상북도 포항시
2722,1092204,4.0,경상북도 안동시
2723,1092202,4.0,경상북도 경산시
2724,1092201,4.0,경상북도 영덕군
2725,1092201,4.0,경상남도 진주시
2726,1092201,4.0,경상남도 통영시
2727,1092204,4.0,경상남도 통영시
2728,1092202,4.0,경상남도 남해군
2729,1092201,4.0,경상남도 산청군
2731,1092303,4.0,부산광역시 기장군
2732,1092304,4.0,부산광역시 기장군
2733,1092301,4.0,강원도 정선군
2734,1092301,4.0,충청북도 괴산군
2735,1092304,4.0,경상북도 김천시
2736,1092302,4.0,경상북도 경산시
2737,1092304,4.0,경상남도 통영시
2738,1092303,4.0,제주특별자치도 서귀포시
2739,1092501,4.0,부산광역시 해운대구
2740,1092502,4.0,강원도 강릉시
2741,1092502,4.0,경상북도 안동시
2742,1092502,4.0,경상북도 경산시
2743,1092501,4.0,경상북도 영덕군
2745,1092604,4.0,부산광역시 해운대구
2746,1092602,4.0,부산광역시 기장군
2747,1092601,4.0,울산광역시 동구
2748,1092602,4.0,경상북도 경산시
2749,1092603,4.0,경상북도 군위군
2750,1092601,3.0,경상북도 영덕군
2751,1092604,4.0,경상남도 진주시
2752,1092604,4.0,경상남도 남해군
2753,1092603,4.0,경상남도 거창군
2755,1092701,4.0,경상북도 경산시
2756,1092902,4.0,부산광역시 동래구
2757,1092902,3.0,울산광역시 남구
2758,1092901,4.0,경상북도 안동시
2759,1092902,4.0,경상북도 청도군
2760,1092901,4.0,경상북도 성주군
2761,1092901,4.0,경상남도 합천군
2764,1093001,4.0,대구광역시 달성군
2765,1093001,3.0,경상북도 문경시
2766,1093001,4.0,경상북도 경산시
2767,1093002,4.0,경상북도 영덕군
2768,1093002,4.0,경상남도 통영시
2770,1093203,4.0,강원도 강릉시
2774,1093303,4.0,서울특별시 중구
2775,1093303,4.0,서울특별시 마포구
2776,1093303,4.0,서울특별시 마포구
2779,1093401,4.0,서울특별시 노원구
2780,1093404,4.0,서울특별시 송파구
2781,1093401,4.0,대구광역시 달성군
2782,1093401,4.0,인천광역시 중구
2783,1093401,4.0,인천광역시 중구
2784,1093402,4.0,경기도 군포시
2785,1093401,4.0,경기도 고양시
2786,1093404,4.0,경기도 고양시
2787,1093401,4.0,경기도 파주시
2788,1093402,4.0,경기도 이천시
2789,1093401,4.0,경기도 광주시
2790,1093401,4.0,경기도 광주시
2791,1093401,4.0,경기도 양주시
2792,1093401,4.0,경기도 포천시
2793,1093401,4.0,강원도 원주시
2794,1093401,4.0,강원도 삼척시
2795,1093401,4.0,강원도 홍천군
2796,1093401,4.0,강원도 홍천군
2797,1093401,4.0,강원도 영월군
2798,1093401,4.0,강원도 평창군
2799,1093401,4.0,강원도 평창군
2800,1093401,4.0,강원도 정선군
2801,1093401,4.0,충청북도 청주시
2802,1093401,4.0,충청남도 보령시
2803,1093401,4.0,전라북도 남원시
2804,1093401,4.0,전라북도 진안군
2805,1093401,4.0,전라북도 무주군
2806,1093401,4.0,전라남도 완도군
2807,1093402,4.0,전라남도 완도군
2808,1093401,4.0,경상북도 문경시
2809,1093401,4.0,경상남도 합천군
2810,1093501,4.0,강원도 정선군
2811,1093502,4.0,충청남도 서산시
2812,1093502,4.0,제주특별자치도 서귀포시
2832,1094704,4.0,강원도 홍천군
2833,1094703,4.0,제주특별자치도 서귀포시
2837,1094802,4.0,경기도 양평군
2857,1095703,4.0,울산광역시 남구
2858,1095704,4.0,경상남도 고성군
2868,1096501,4.0,경기도 안산시
2869,1096501,4.0,강원도 속초시
2870,1096501,4.0,충청남도 아산시
2871,1096501,4.0,충청남도 태안군
2874,1097102,4.0,경기도 포천시
2875,1097102,4.0,강원도 강릉시
2876,1097102,4.0,전라북도 전주시
2878,1097302,5.0,경기도 수원시
2879,1097303,5.0,경기도 수원시
2880,1097302,4.0,전라북도 무주군
2884,1097504,4.0,서울특별시 송파구
2885,1097504,4.0,인천광역시 중구
2886,1097504,4.0,인천광역시 중구
2887,1097504,4.0,인천광역시 중구
2888,1097504,4.0,인천광역시 중구
2889,1097504,4.0,인천광역시 중구
2890,1097504,4.0,인천광역시 옹진군
2891,1097504,4.0,인천광역시 옹진군
2892,1097504,4.0,인천광역시 옹진군
2893,1097504,4.0,경기도 양평군
2894,1097504,4.0,경상남도 진주시
2898,1097901,4.0,강원도 인제군
2903,1098001,4.0,인천광역시 강화군
2908,1098303,4.0,서울특별시 서대문구
2909,1098303,4.0,경기도 용인시
2910,1098303,4.0,전라북도 전주시
2911,1098302,4.0,경상북도 문경시
2914,1098404,4.0,서울특별시 서대문구
2915,1098404,4.0,인천광역시 연수구
2916,1098401,5.0,경기도 수원시
2917,1098403,5.0,경기도 수원시
2918,1098401,4.0,충청북도 충주시
2919,1098401,4.0,충청남도 천안시
2920,1098401,5.0,제주특별자치도 제주시
2922,1098504,4.0,서울특별시 서대문구
2923,1098504,4.0,서울특별시 마포구
2924,1098502,4.0,인천광역시 중구
2925,1098502,4.0,인천광역시 중구
2926,1098502,4.0,인천광역시 중구
2927,1098504,4.0,인천광역시 중구
2928,1098502,4.0,인천광역시 서구
2929,1098502,4.0,인천광역시 서구
2930,1098502,4.0,경기도 안산시
2931,1098502,4.0,경기도 안산시
2932,1098502,4.0,경기도 안산시
2933,1098502,4.0,경기도 시흥시
2934,1098502,4.0,경기도 시흥시
2935,1098502,4.0,경기도 시흥시
2936,1098502,4.0,경기도 시흥시
2937,1098502,4.0,경기도 시흥시
2938,1098502,4.0,경기도 시흥시
2939,1098502,4.0,경기도 이천시
2941,1098702,4.0,서울특별시 종로구
2942,1098702,4.0,대전광역시 서구
2943,1098702,4.0,대전광역시 대덕구
2944,1098703,5.0,경기도 용인시
2945,1098702,4.0,강원도 강릉시
2947,1098901,4.0,서울특별시 도봉구
2948,1098901,4.0,서울특별시 노원구
2949,1098901,4.0,서울특별시 관악구
2950,1098901,4.0,인천광역시 강화군
2951,1098901,4.0,인천광역시 강화군
2952,1098901,4.0,인천광역시 강화군
2953,1098901,4.0,인천광역시 강화군
2954,1098901,4.0,인천광역시 강화군
2955,1098901,4.0,인천광역시 강화군
2956,1098902,5.0,경기도 수원시
2957,1098901,4.0,경기도 고양시
2958,1098901,4.0,경기도 군포시
2959,1098901,4.0,경기도 의왕시
2960,1098901,4.0,경기도 의왕시
2961,1098901,4.0,경기도 포천시
2962,1098901,4.0,경기도 포천시
2963,1098901,4.0,경기도 포천시
2964,1098901,4.0,경기도 가평군
2965,1098902,4.0,강원도 홍천군
2966,1098901,4.0,강원도 인제군
2967,1098901,4.0,충청남도 공주시
2968,1098902,4.0,전라북도 전주시
2969,1098901,4.0,전라북도 정읍시
2970,1098901,4.0,경상북도 경산시
2971,1098901,4.0,경상북도 경산시
2972,1098901,4.0,경상북도 경산시
2973,1098901,4.0,경상남도 합천군
2974,1098901,4.0,경상남도 합천군
2975,1099101,4.0,경기도 파주시
2978,1099201,4.0,경기도 양주시
2979,1099202,4.0,경기도 가평군
2980,1099301,4.0,경기도 화성시
2981,1099301,4.0,강원도 원주시
2983,1099501,3.0,서울특별시 종로구
2984,1099501,4.0,경기도 오산시
2985,1099502,4.0,경기도 용인시
2986,1099503,4.0,경기도 파주시
2987,1099502,4.0,경기도 김포시
2988,1099802,4.0,서울특별시 용산구
2989,1099802,4.0,강원도 원주시
2990,1099803,4.0,충청남도 공주시
2992,1100002,4.0,강원도 양양군
2993,1100005,4.0,충청남도 아산시
2994,1100002,4.0,충청남도 부여군
2995,1100004,4.0,전라북도 군산시
2997,1100102,4.0,경기도 양주시
3000,1100501,4.0,경기도 화성시
3001,1100502,4.0,경기도 가평군
3002,1100601,4.0,경기도 수원시
3003,1100601,4.0,경기도 포천시
3004,1100602,4.0,경기도 포천시
3005,1100901,4.0,서울특별시 용산구
3006,1100903,4.0,경기도 시흥시
3007,1100902,3.0,경기도 화성시
3008,1100901,4.0,강원도 원주시
3010,1101001,4.0,경기도 화성시
3012,1101201,3.0,경기도 포천시
3013,1101202,4.0,경기도 가평군
3014,1101202,4.0,경기도 가평군
3015,1101203,4.0,경기도 가평군
3016,1101203,4.0,충청남도 아산시
3017,1101203,4.0,충청남도 아산시
3018,1101303,3.0,서울특별시 서초구
3019,1101301,4.0,경기도 남양주시
3022,1101601,4.0,경기도 남양주시
3023,1101601,4.0,강원도 춘천시
3024,1101601,4.0,강원도 춘천시
3025,1101601,4.0,강원도 춘천시
3027,1101702,4.0,서울특별시 광진구
3028,1101701,4.0,경기도 부천시
3029,1101703,3.0,경기도 화성시
3030,1101902,3.0,서울특별시 광진구
3031,1101902,3.0,경기도 화성시
3034,1102002,4.0,경기도 가평군
3035,1102002,4.0,경기도 양평군
3037,1102101,4.0,경기도 수원시
3038,1102102,3.0,경기도 광명시
3039,1102102,4.0,경기도 평택시
3041,1102503,4.0,경기도 가평군
3046,1102601,4.0,경기도 화성시
3047,1102602,4.0,강원도 원주시
3048,1102703,5.0,경기도 남양주시
3052,1102802,4.0,경기도 양주시
3053,1102804,4.0,경상남도 통영시
3056,1103002,4.0,경기도 화성시
3064,1103402,3.0,강원도 홍천군
3083,1104002,4.0,강원도 동해시
3084,1104002,4.0,강원도 속초시
3085,1104002,4.0,충청북도 제천시
3086,1104002,5.0,경상북도 포항시
3099,1104303,4.0,인천광역시 계양구
3116,1105202,4.0,강원도 평창군
3117,1105202,5.0,강원도 인제군
3126,1105401,4.0,충청남도 논산시
3127,1105401,3.0,충청남도 청양군
3136,1105701,4.0,강원도 속초시
3137,1105702,4.0,경상북도 영덕군
3138,1105702,4.0,제주특별자치도 서귀포시
3141,1105802,4.0,경기도 양평군
3150,1106001,4.0,경기도 양평군
3157,1106302,4.0,서울특별시 강서구
3158,1106401,3.0,서울특별시 송파구
3159,1106401,3.0,서울특별시 송파구
3160,1106401,3.0,서울특별시 송파구
3161,1106401,3.0,서울특별시 송파구
3162,1106401,3.0,서울특별시 송파구
3163,1106401,4.0,서울특별시 송파구
3164,1106503,4.0,부산광역시 해운대구
3165,1106501,4.0,경상북도 안동시
3171,1106701,4.0,강원도 강릉시
3172,1106701,4.0,강원도 속초시
3175,1107001,4.0,대구광역시 달성군
3176,1107001,4.0,대전광역시 대덕구
3177,1107001,3.0,경기도 동두천시
3178,1107001,4.0,경기도 포천시
3179,1107001,4.0,경기도 가평군
3180,1107001,4.0,경기도 가평군
3181,1107001,4.0,강원도 원주시
3182,1107001,4.0,충청북도 제천시
3183,1107001,4.0,충청북도 보은군
3184,1107001,4.0,충청남도 보령시
3185,1107001,4.0,충청남도 서산시
3186,1107001,4.0,충청남도 계룡시
3190,1107203,4.0,경기도 가평군
3194,1107301,4.0,인천광역시 중구
3195,1107301,4.0,강원도 속초시
3196,1107301,4.0,경상북도 안동시
3200,1107503,3.0,인천광역시 부평구
3201,1107501,4.0,강원도 원주시
3204,1107601,4.0,서울특별시 서대문구
3208,1107903,4.0,부산광역시 중구
3209,1107903,4.0,경기도 성남시
3210,1107903,4.0,강원도 속초시
3215,1108101,5.0,경기도 수원시
3216,1108101,5.0,경기도 양평군
3217,1108101,5.0,전라북도 부안군
3218,1108101,5.0,전라남도 함평군
3219,1108101,5.0,전라남도 담양군
3220,1108201,5.0,전라남도 담양군
3221,1108201,5.0,전라남도 영암군
3222,1108301,4.0,부산광역시 기장군
3223,1108301,5.0,경기도 파주시
3224,1108301,5.0,강원도 속초시
3227,1108501,5.0,전라북도 진안군
3228,1108501,5.0,전라남도 여수시
3229,1108501,5.0,전라남도 고흥군
3230,1108501,5.0,전라남도 진도군
3231,1108501,5.0,경상남도 진주시
3232,1108501,5.0,경상남도 함안군
3233,1108501,4.0,경상남도 남해군
3234,1108601,5.0,부산광역시 기장군
3235,1108601,5.0,부산광역시 기장군
3236,1108601,5.0,부산광역시 기장군
3237,1108902,5.0,전라남도 담양군
3238,1108902,5.0,전라남도 영광군
3239,1108902,5.0,경상남도 산청군
3241,1109204,4.0,전라북도 남원시
3242,1109204,3.0,전라남도 여수시
3243,1109202,4.0,전라남도 담양군
3244,1109202,4.0,전라남도 영암군
3245,1109204,5.0,제주특별자치도 서귀포시
3246,1109204,5.0,제주특별자치도 서귀포시
3253,1109501,4.0,충청남도 천안시
3254,1109501,4.0,충청남도 천안시
3258,1109601,4.0,전라남도 영광군
3259,1109601,4.0,전라남도 영광군
3260,1109801,4.0,광주광역시 동구
3263,1110101,5.0,전라남도 보성군
3264,1110101,4.0,전라남도 영광군
3265,1110101,4.0,전라남도 영광군
3266,1110202,5.0,부산광역시 해운대구
3267,1110202,5.0,부산광역시 해운대구
3268,1110202,5.0,경기도 성남시
3269,1110202,4.0,전라남도 여수시
3270,1110202,4.0,전라남도 여수시
3271,1110202,5.0,경상남도 통영시
3272,1110202,5.0,경상남도 통영시
3273,1110202,4.0,경상남도 김해시
3274,1110202,4.0,경상남도 하동군
3276,1110301,4.0,전라북도 순창군
3277,1110303,4.0,전라남도 무안군
3281,1110401,4.0,경상남도 통영시
3282,1110502,4.0,전라북도 남원시
3283,1110501,5.0,전라북도 고창군
3284,1110501,4.0,전라북도 고창군
3285,1110501,5.0,전라남도 보성군
3286,1110501,5.0,전라남도 화순군
3287,1110501,5.0,전라남도 화순군
3288,1110501,4.0,전라남도 무안군
3289,1110501,4.0,전라남도 무안군
3290,1110501,4.0,전라남도 무안군
3291,1110501,4.0,전라남도 무안군
3292,1110501,4.0,전라남도 함평군
3293,1110501,5.0,전라남도 장성군
3295,1110601,5.0,충청남도 청양군
3296,1110601,4.0,전라남도 순천시
3297,1110601,4.0,전라남도 장성군
3298,1110601,4.0,전라남도 장성군
3299,1110601,4.0,전라남도 장성군
3300,1110601,4.0,전라남도 신안군
3301,1110601,5.0,경상남도 통영시
3302,1110701,4.0,전라남도 순천시
3303,1110701,4.0,전라남도 보성군
3308,1110902,4.0,전라북도 장수군
3311,1111001,4.0,전라북도 고창군
3312,1111001,4.0,전라남도 장성군
3313,1111101,4.0,광주광역시 동구
3314,1111101,4.0,경기도 수원시
3315,1111101,4.0,전라북도 남원시
3316,1111101,4.0,전라북도 부안군
3317,1111101,4.0,전라남도 담양군
3318,1111101,4.0,전라남도 담양군
3319,1111101,5.0,전라남도 담양군
3320,1111101,4.0,전라남도 담양군
3321,1111101,5.0,전라남도 담양군
3322,1111101,4.0,전라남도 담양군
3323,1111101,4.0,전라남도 담양군
3324,1111101,4.0,전라남도 담양군
3325,1111101,4.0,전라남도 담양군
3326,1111101,5.0,전라남도 곡성군
3327,1111101,5.0,전라남도 구례군
3328,1111101,4.0,전라남도 화순군
3329,1111101,4.0,전라남도 화순군
3330,1111101,4.0,전라남도 해남군
3331,1111101,4.0,전라남도 함평군
3332,1111101,4.0,전라남도 함평군
3333,1111101,4.0,전라남도 영광군
3334,1111101,4.0,전라남도 장성군
3335,1111101,4.0,전라남도 장성군
3336,1111101,4.0,전라남도 장성군
3337,1111101,4.0,전라남도 장성군
3338,1111101,4.0,전라남도 완도군
3339,1111101,4.0,전라남도 신안군
3340,1111101,4.0,경상남도 창원시
3341,1111101,4.0,경상남도 함양군
3342,1111101,5.0,경상남도 합천군
3343,1111303,4.0,부산광역시 해운대구
3344,1111303,4.0,부산광역시 해운대구
3345,1111302,4.0,경기도 수원시
3346,1111303,5.0,전라남도 여수시
3347,1111303,5.0,전라남도 여수시
3348,1111302,5.0,전라남도 보성군
3349,1111302,4.0,전라남도 화순군
3350,1111302,4.0,전라남도 화순군
3351,1111302,5.0,경상북도 경주시
3353,1111405,4.0,부산광역시 해운대구
3354,1111405,4.0,부산광역시 해운대구
3355,1111405,5.0,전라남도 여수시
3356,1111402,4.0,전라남도 담양군
3361,1111501,5.0,전라북도 무주군
3362,1111501,5.0,전라남도 고흥군
3363,1111501,5.0,전라남도 고흥군
3364,1111501,5.0,전라남도 강진군
3365,1111501,4.0,경상남도 거제시
3366,1111501,5.0,경상남도 거제시
3367,1111601,4.0,전라남도 강진군
3368,1111601,5.0,전라남도 장성군
3369,1111601,3.0,전라남도 완도군
3370,1111702,4.0,전라남도 여수시
3371,1111702,5.0,전라남도 순천시
3372,1111702,4.0,전라남도 구례군
3373,1111702,5.0,전라남도 장성군
3374,1111702,5.0,제주특별자치도 서귀포시
3376,1111902,4.0,전라북도 정읍시
3379,1112403,4.0,전라남도 여수시
3380,1112403,4.0,경상남도 진주시
3381,1112402,4.0,경상남도 남해군
3386,1112603,5.0,전라남도 여수시
3390,1112902,4.0,전라남도 완도군
3393,1113005,4.0,부산광역시 연제구
3394,1113001,4.0,경기도 수원시
3395,1113005,4.0,경기도 수원시
3396,1113005,5.0,경기도 가평군
3397,1113005,3.0,전라남도 강진군
3398,1113003,4.0,전라남도 완도군
3405,1113301,4.0,전라남도 목포시
3406,1113301,4.0,전라남도 담양군
3407,1113301,4.0,전라남도 무안군
3408,1113405,4.0,충청남도 보령시
3409,1113403,4.0,전라북도 군산시
3410,1113403,4.0,전라북도 군산시
3411,1113405,4.0,전라북도 전주시
3412,1113402,4.0,전라북도 정읍시
3413,1113403,4.0,전라남도 목포시
3414,1113403,4.0,전라남도 여수시
3415,1113402,4.0,전라남도 화순군
3417,1113501,4.0,부산광역시 동구
3418,1113501,4.0,대구광역시 달성군
3419,1113501,4.0,대전광역시 유성구
3420,1113502,4.0,경기도 수원시
3421,1113502,4.0,경기도 수원시
3422,1113502,4.0,경기도 수원시
3423,1113502,4.0,경기도 수원시
3424,1113504,4.0,전라북도 전주시
3425,1113504,4.0,전라북도 군산시
3426,1113501,4.0,전라북도 남원시
3427,1113503,4.0,전라남도 목포시
